gene,cluster,species,percent_expressed,n_high_expression_celltype,n_gene_per_cluster
SF2,OPN,Dsec,0.328,8,47
SF2,OPN,Dsim,0.355,8,47
SP2353,OPN,Dmel,0.383,19,47
SP2353,OPN,Dsec,0.517,19,47
SP2353,OPN,Dsim,0.416,19,47
Saf-B,OPN,Dmel,0.38,10,47
Saf-B,OPN,Dsec,0.315,10,47
Saf-B,OPN,Dsim,0.484,10,47
SelR,OPN,Dmel,0.352,7,47
SelR,OPN,Dsec,0.429,7,47
SelR,OPN,Dsim,0.403,7,47
Svil,OPN,Dmel,0.463,12,47
Svil,OPN,Dsec,0.503,12,47
Svil,OPN,Dsim,0.446,12,47
Teh2,OPN,Dmel,0.386,19,47
Teh2,OPN,Dsec,0.523,19,47
Teh2,OPN,Dsim,0.488,19,47
Ythdc1,OPN,Dmel,0.34,14,47
Ythdc1,OPN,Dsec,0.564,14,47
Ythdc1,OPN,Dsim,0.398,14,47
acj6,OPN,Dmel,0.747,7,47
acj6,OPN,Dsec,0.693,7,47
acj6,OPN,Dsim,0.711,7,47
bbc,OPN,Dmel,0.312,4,47
bbc,OPN,Dsec,0.565,4,47
bbc,OPN,Dsim,0.366,4,47
beat-Ia,OPN,Dmel,0.349,13,47
beat-Ia,OPN,Dsec,0.378,13,47
beat-Ia,OPN,Dsim,0.428,13,47
haf,OPN,Dmel,0.38,13,47
haf,OPN,Dsec,0.402,13,47
haf,OPN,Dsim,0.47,13,47
lolal,OPN,Dmel,0.546,20,47
lolal,OPN,Dsec,0.332,20,47
lolal,OPN,Dsim,0.355,20,47
mirr,OPN,Dmel,0.509,6,47
mirr,OPN,Dsec,0.394,6,47
mirr,OPN,Dsim,0.386,6,47
rgn,OPN,Dmel,0.355,10,47
rgn,OPN,Dsec,0.401,10,47
rgn,OPN,Dsim,0.333,10,47
sina,OPN,Dmel,0.324,8,47
sina,OPN,Dsec,0.303,8,47
sina,OPN,Dsim,0.361,8,47
smal,OPN,Dmel,0.435,20,47
smal,OPN,Dsec,0.402,20,47
smal,OPN,Dsim,0.38,20,47
su(w[a]),OPN,Dmel,0.361,6,47
su(w[a]),OPN,Dsec,0.315,6,47
su(w[a]),OPN,Dsim,0.416,6,47
tup,OPN,Dmel,0.423,8,47
tup,OPN,Dsec,0.481,8,47
tup,OPN,Dsim,0.392,8,47
tws,OPN,Dmel,0.321,12,47
tws,OPN,Dsec,0.393,12,47
tws,OPN,Dsim,0.361,12,47
ATP8B,PRN,Dmel,0.642,8,67
ATP8B,PRN,Dsec,0.741,8,67
ATP8B,PRN,Dsim,0.561,8,67
Arms,PRN,Dmel,0.494,1,67
Arms,PRN,Dsec,0.509,1,67
Arms,PRN,Dsim,0.384,1,67
CG10479,PRN,Dmel,0.385,1,67
CG10479,PRN,Dsec,0.345,1,67
CG10479,PRN,Dsim,0.33,1,67
CG11537,PRN,Dmel,0.369,13,67
CG11537,PRN,Dsec,0.385,13,67
CG11537,PRN,Dsim,0.304,13,67
CG13937,PRN,Dmel,0.43,1,67
CG13937,PRN,Dsec,0.711,1,67
CG13937,PRN,Dsim,0.751,1,67
CG1640,PRN,Dmel,0.392,3,67
CG1640,PRN,Dsec,0.323,3,67
CG1640,PRN,Dsim,0.314,3,67
CG3009,PRN,Dmel,0.332,8,67
CG3009,PRN,Dsec,0.647,8,67
CG3009,PRN,Dsim,0.406,8,67
CG3168,PRN,Dmel,0.779,2,67
CG3168,PRN,Dsec,0.545,2,67
CG3168,PRN,Dsim,0.673,2,67
CG32647,PRN,Dmel,0.649,19,67
CG32647,PRN,Dsec,0.573,19,67
CG32647,PRN,Dsim,0.603,19,67
CG34417,PRN,Dmel,0.945,1,67
CG34417,PRN,Dsec,0.9,1,67
CG34417,PRN,Dsim,0.777,1,67
CG46339,PRN,Dmel,0.895,2,67
CG46339,PRN,Dsec,0.78,2,67
CG46339,PRN,Dsim,0.719,2,67
CG6231,PRN,Dmel,0.312,1,67
CG6231,PRN,Dsec,0.323,1,67
CG6231,PRN,Dsim,0.455,1,67
CG7029,PRN,Dmel,0.496,9,67
CG7029,PRN,Dsec,0.565,9,67
CG7029,PRN,Dsim,0.465,9,67
CG8034,PRN,Dmel,0.704,1,67
CG8034,PRN,Dsec,0.616,1,67
CG8034,PRN,Dsim,0.535,1,67
Col4a1,PRN,Dmel,0.421,2,67
Col4a1,PRN,Dsec,0.565,2,67
Col4a1,PRN,Dsim,0.679,2,67
Dh44-R2,PRN,Dmel,0.417,2,67
Dh44-R2,PRN,Dsec,0.495,2,67
Dh44-R2,PRN,Dsim,0.469,2,67
Drgx,PRN,Dmel,0.652,2,67
Drgx,PRN,Dsec,0.647,2,67
Drgx,PRN,Dsim,0.605,2,67
Egfr,PRN,Dmel,0.569,1,67
Egfr,PRN,Dsec,0.306,1,67
Egfr,PRN,Dsim,0.384,1,67
Eip74EF,PRN,Dmel,0.419,3,67
Eip74EF,PRN,Dsec,0.4,3,67
Eip74EF,PRN,Dsim,0.393,3,67
Exn,PRN,Dmel,0.307,2,67
Exn,PRN,Dsec,0.642,2,67
Exn,PRN,Dsim,0.501,2,67
FER,PRN,Dmel,0.695,1,67
FER,PRN,Dsec,0.625,1,67
FER,PRN,Dsim,0.579,1,67
Fhos,PRN,Dmel,0.46,2,67
Fhos,PRN,Dsec,0.365,2,67
Fhos,PRN,Dsim,0.429,2,67
Hnf4,PRN,Dmel,0.544,2,67
Hnf4,PRN,Dsec,0.47,2,67
Hnf4,PRN,Dsim,0.494,2,67
ITP,PRN,Dmel,0.385,2,67
ITP,PRN,Dsec,0.358,2,67
ITP,PRN,Dsim,0.326,2,67
LpR1,PRN,Dmel,0.622,6,67
LpR1,PRN,Dsec,0.76,6,67
LpR1,PRN,Dsim,0.75,6,67
Lsd-2,PRN,Dmel,0.619,2,67
Lsd-2,PRN,Dsec,0.43,2,67
Lsd-2,PRN,Dsim,0.594,2,67
Miox,PRN,Dmel,0.437,1,67
Miox,PRN,Dsec,0.32,1,67
Miox,PRN,Dsim,0.384,1,67
N,PRN,Dmel,0.813,4,67
N,PRN,Dsec,0.599,4,67
N,PRN,Dsim,0.496,4,67
Ncc69,PRN,Dmel,0.367,1,67
Ncc69,PRN,Dsec,0.47,1,67
Ncc69,PRN,Dsim,0.439,1,67
Oatp74D,PRN,Dmel,0.367,1,67
Oatp74D,PRN,Dsec,0.543,1,67
Oatp74D,PRN,Dsim,0.589,1,67
Orai,PRN,Dmel,0.503,1,67
Orai,PRN,Dsec,0.375,1,67
Orai,PRN,Dsim,0.647,1,67
PhKgamma,PRN,Dmel,0.303,4,67
PhKgamma,PRN,Dsec,0.401,4,67
PhKgamma,PRN,Dsim,0.402,4,67
Plp,PRN,Dmel,0.321,2,67
Plp,PRN,Dsec,0.425,2,67
Plp,PRN,Dsim,0.348,2,67
RhoGAP18B,PRN,Dmel,0.447,5,67
RhoGAP18B,PRN,Dsec,0.401,5,67
RhoGAP18B,PRN,Dsim,0.486,5,67
RpL36,PRN,Dmel,0.376,15,67
RpL36,PRN,Dsec,0.315,15,67
RpL36,PRN,Dsim,0.344,15,67
Sema5c,PRN,Dmel,0.499,1,67
Sema5c,PRN,Dsec,0.565,1,67
Sema5c,PRN,Dsim,0.71,1,67
Svil,PRN,Dmel,0.485,12,67
Svil,PRN,Dsec,0.425,12,67
Svil,PRN,Dsim,0.616,12,67
Tis11,PRN,Dmel,0.396,1,67
Tis11,PRN,Dsec,0.534,1,67
Tis11,PRN,Dsim,0.569,1,67
Tret1-1,PRN,Dmel,0.761,1,67
Tret1-1,PRN,Dsec,0.72,1,67
Tret1-1,PRN,Dsim,0.705,1,67
Ttd14,PRN,Dmel,0.328,1,67
Ttd14,PRN,Dsec,0.431,1,67
Ttd14,PRN,Dsim,0.491,1,67
Vmat,PRN,Dmel,0.768,10,67
Vmat,PRN,Dsec,0.69,10,67
Vmat,PRN,Dsim,0.483,10,67
alpha-Est9,PRN,Dmel,0.51,2,67
alpha-Est9,PRN,Dsec,0.414,2,67
alpha-Est9,PRN,Dsim,0.531,2,67
arr,PRN,Dmel,0.506,1,67
arr,PRN,Dsec,0.366,1,67
arr,PRN,Dsim,0.41,1,67
bbg,PRN,Dmel,0.36,1,67
bbg,PRN,Dsec,0.474,1,67
bbg,PRN,Dsim,0.374,1,67
blot,PRN,Dmel,0.455,4,67
blot,PRN,Dsec,0.991,4,67
blot,PRN,Dsim,0.995,4,67
ckn,PRN,Dmel,0.449,19,67
ckn,PRN,Dsec,0.435,19,67
ckn,PRN,Dsim,0.424,19,67
cnc,PRN,Dmel,0.503,16,67
cnc,PRN,Dsec,0.605,16,67
cnc,PRN,Dsim,0.638,16,67
dve,PRN,Dmel,0.893,3,67
dve,PRN,Dsec,0.91,3,67
dve,PRN,Dsim,0.933,3,67
ena,PRN,Dmel,0.544,3,67
ena,PRN,Dsec,0.445,3,67
ena,PRN,Dsim,0.548,3,67
for,PRN,Dmel,0.426,1,67
for,PRN,Dsec,0.422,1,67
for,PRN,Dsim,0.405,1,67
foxo,PRN,Dmel,0.446,7,67
foxo,PRN,Dsec,0.444,7,67
foxo,PRN,Dsim,0.545,7,67
if,PRN,Dmel,0.446,2,67
if,PRN,Dsec,0.49,2,67
if,PRN,Dsim,0.536,2,67
kibra,PRN,Dmel,0.645,6,67
kibra,PRN,Dsec,0.735,6,67
kibra,PRN,Dsim,0.639,6,67
klu,PRN,Dmel,0.535,1,67
klu,PRN,Dsec,0.487,1,67
klu,PRN,Dsim,0.361,1,67
l(1)G0289,PRN,Dmel,0.595,7,67
l(1)G0289,PRN,Dsec,0.495,7,67
l(1)G0289,PRN,Dsim,0.46,7,67
myo,PRN,Dmel,0.381,2,67
myo,PRN,Dsec,0.36,2,67
myo,PRN,Dsim,0.39,2,67
nuf,PRN,Dmel,0.768,5,67
nuf,PRN,Dsec,0.707,5,67
nuf,PRN,Dsim,0.79,5,67
pbl,PRN,Dmel,0.526,2,67
pbl,PRN,Dsec,0.302,2,67
pbl,PRN,Dsim,0.319,2,67
rhea,PRN,Dmel,0.376,15,67
rhea,PRN,Dsec,0.34,15,67
rhea,PRN,Dsim,0.455,15,67
sba,PRN,Dmel,0.406,13,67
sba,PRN,Dsec,0.409,13,67
sba,PRN,Dsim,0.501,13,67
sbm,PRN,Dmel,0.868,1,67
sbm,PRN,Dsec,0.672,1,67
sbm,PRN,Dsim,0.746,1,67
sog,PRN,Dmel,0.848,2,67
sog,PRN,Dsec,0.925,2,67
sog,PRN,Dsim,0.929,2,67
spri,PRN,Dmel,0.966,8,67
spri,PRN,Dsec,0.89,8,67
spri,PRN,Dsim,0.769,8,67
svp,PRN,Dmel,0.426,3,67
svp,PRN,Dsec,0.315,3,67
svp,PRN,Dsim,0.397,3,67
tim,PRN,Dmel,0.476,5,67
tim,PRN,Dsec,0.5,5,67
tim,PRN,Dsim,0.455,5,67
tmod,PRN,Dmel,0.524,2,67
tmod,PRN,Dsec,0.457,2,67
tmod,PRN,Dsim,0.481,2,67
trol,PRN,Dmel,0.818,4,67
trol,PRN,Dsec,0.69,4,67
trol,PRN,Dsim,0.436,4,67
5-HT7,Poxn_1,Dmel,0.445,10,78
5-HT7,Poxn_1,Dsec,0.643,10,78
5-HT7,Poxn_1,Dsim,0.634,10,78
Ac76E,Poxn_1,Dmel,0.678,9,78
Ac76E,Poxn_1,Dsec,0.887,9,78
Ac76E,Poxn_1,Dsim,0.747,9,78
Atg8a,Poxn_1,Dmel,0.377,18,78
Atg8a,Poxn_1,Dsec,0.374,18,78
Atg8a,Poxn_1,Dsim,0.462,18,78
CG10947,Poxn_1,Dmel,0.473,1,78
CG10947,Poxn_1,Dsec,0.408,1,78
CG10947,Poxn_1,Dsim,0.429,1,78
CG11537,Poxn_1,Dmel,0.459,13,78
CG11537,Poxn_1,Dsec,0.34,13,78
CG11537,Poxn_1,Dsim,0.35,13,78
CG13293,Poxn_1,Dmel,0.479,10,78
CG13293,Poxn_1,Dsec,0.433,10,78
CG13293,Poxn_1,Dsim,0.516,10,78
CG13375,Poxn_1,Dmel,0.356,3,78
CG13375,Poxn_1,Dsec,0.421,3,78
CG13375,Poxn_1,Dsim,0.366,3,78
CG13868,Poxn_1,Dmel,0.356,8,78
CG13868,Poxn_1,Dsec,0.315,8,78
CG13868,Poxn_1,Dsim,0.363,8,78
CG14687,Poxn_1,Dmel,0.938,3,78
CG14687,Poxn_1,Dsec,0.702,3,78
CG14687,Poxn_1,Dsim,0.813,3,78
CG16711,Poxn_1,Dmel,0.582,11,78
CG16711,Poxn_1,Dsec,0.385,11,78
CG16711,Poxn_1,Dsim,0.33,11,78
CG30419,Poxn_1,Dmel,0.452,5,78
CG30419,Poxn_1,Dsec,0.412,5,78
CG30419,Poxn_1,Dsim,0.423,5,78
CG3104,Poxn_1,Dmel,0.356,2,78
CG3104,Poxn_1,Dsec,0.303,2,78
CG3104,Poxn_1,Dsim,0.33,2,78
CG31760,Poxn_1,Dmel,0.5,21,78
CG31760,Poxn_1,Dsec,0.482,21,78
CG31760,Poxn_1,Dsim,0.385,21,78
CG32066,Poxn_1,Dmel,0.459,18,78
CG32066,Poxn_1,Dsec,0.609,18,78
CG32066,Poxn_1,Dsim,0.415,18,78
CG4238,Poxn_1,Dmel,0.37,17,78
CG4238,Poxn_1,Dsec,0.382,17,78
CG4238,Poxn_1,Dsim,0.496,17,78
CG4297,Poxn_1,Dmel,0.493,2,78
CG4297,Poxn_1,Dsec,0.492,2,78
CG4297,Poxn_1,Dsim,0.569,2,78
CG43324,Poxn_1,Dmel,0.397,3,78
CG43324,Poxn_1,Dsec,0.328,3,78
CG43324,Poxn_1,Dsim,0.549,3,78
CG43740,Poxn_1,Dmel,0.322,3,78
CG43740,Poxn_1,Dsec,0.37,3,78
CG43740,Poxn_1,Dsim,0.463,3,78
CG43902,Poxn_1,Dmel,0.397,21,78
CG43902,Poxn_1,Dsec,0.458,21,78
CG43902,Poxn_1,Dsim,0.325,21,78
CG44837,Poxn_1,Dmel,0.74,14,78
CG44837,Poxn_1,Dsec,0.567,14,78
CG44837,Poxn_1,Dsim,0.667,14,78
CG6006,Poxn_1,Dmel,0.705,15,78
CG6006,Poxn_1,Dsec,0.916,15,78
CG6006,Poxn_1,Dsim,0.813,15,78
CG6282,Poxn_1,Dmel,0.445,11,78
CG6282,Poxn_1,Dsec,0.39,11,78
CG6282,Poxn_1,Dsim,0.33,11,78
CG8910,Poxn_1,Dmel,0.603,6,78
CG8910,Poxn_1,Dsec,0.467,6,78
CG8910,Poxn_1,Dsim,0.407,6,78
CG9328,Poxn_1,Dmel,0.342,12,78
CG9328,Poxn_1,Dsec,0.387,12,78
CG9328,Poxn_1,Dsim,0.463,12,78
Ca-Ma2d,Poxn_1,Dmel,0.815,10,78
Ca-Ma2d,Poxn_1,Dsec,0.567,10,78
Ca-Ma2d,Poxn_1,Dsim,0.748,10,78
D,Poxn_1,Dmel,0.527,3,78
D,Poxn_1,Dsec,0.569,3,78
D,Poxn_1,Dsim,0.569,3,78
Ddr,Poxn_1,Dmel,0.438,17,78
Ddr,Poxn_1,Dsec,0.433,17,78
Ddr,Poxn_1,Dsim,0.528,17,78
Dh31,Poxn_1,Dmel,0.699,11,78
Dh31,Poxn_1,Dsec,0.933,11,78
Dh31,Poxn_1,Dsim,0.772,11,78
Dlic,Poxn_1,Dmel,0.466,18,78
Dlic,Poxn_1,Dsec,0.313,18,78
Dlic,Poxn_1,Dsim,0.374,18,78
Drat,Poxn_1,Dmel,0.315,11,78
Drat,Poxn_1,Dsec,0.361,11,78
Drat,Poxn_1,Dsim,0.35,11,78
Drl-2,Poxn_1,Dmel,0.658,15,78
Drl-2,Poxn_1,Dsec,0.697,15,78
Drl-2,Poxn_1,Dsim,0.675,15,78
Efa6,Poxn_1,Dmel,0.521,13,78
Efa6,Poxn_1,Dsec,0.416,13,78
Efa6,Poxn_1,Dsim,0.52,13,78
Fili,Poxn_1,Dmel,0.384,16,78
Fili,Poxn_1,Dsec,0.328,16,78
Fili,Poxn_1,Dsim,0.418,16,78
Hs6st,Poxn_1,Dmel,0.596,15,78
Hs6st,Poxn_1,Dsec,0.5,15,78
Hs6st,Poxn_1,Dsim,0.527,15,78
Kr-h1,Poxn_1,Dmel,0.301,3,78
Kr-h1,Poxn_1,Dsec,0.311,3,78
Kr-h1,Poxn_1,Dsim,0.553,3,78
Lmpt,Poxn_1,Dmel,0.534,4,78
Lmpt,Poxn_1,Dsec,0.504,4,78
Lmpt,Poxn_1,Dsim,0.48,4,78
LpR1,Poxn_1,Dmel,0.322,6,78
LpR1,Poxn_1,Dsec,0.462,6,78
LpR1,Poxn_1,Dsim,0.439,6,78
Mur2B,Poxn_1,Dmel,0.315,14,78
Mur2B,Poxn_1,Dsec,0.41,14,78
Mur2B,Poxn_1,Dsim,0.396,14,78
Nep1,Poxn_1,Dmel,0.932,15,78
Nep1,Poxn_1,Dsec,0.966,15,78
Nep1,Poxn_1,Dsim,0.927,15,78
Oamb,Poxn_1,Dmel,0.699,9,78
Oamb,Poxn_1,Dsec,0.685,9,78
Oamb,Poxn_1,Dsim,0.699,9,78
Pgant5,Poxn_1,Dmel,0.349,3,78
Pgant5,Poxn_1,Dsec,0.559,3,78
Pgant5,Poxn_1,Dsim,0.577,3,78
Pkn,Poxn_1,Dmel,0.596,10,78
Pkn,Poxn_1,Dsec,0.353,10,78
Pkn,Poxn_1,Dsim,0.495,10,78
Poxn,Poxn_1,Dmel,0.623,4,78
Poxn,Poxn_1,Dsec,0.374,4,78
Poxn,Poxn_1,Dsim,0.48,4,78
Rgk3,Poxn_1,Dmel,0.479,21,78
Rgk3,Poxn_1,Dsec,0.546,21,78
Rgk3,Poxn_1,Dsim,0.516,21,78
RhoGEF3,Poxn_1,Dmel,0.356,12,78
RhoGEF3,Poxn_1,Dsec,0.739,12,78
RhoGEF3,Poxn_1,Dsim,0.642,12,78
RpL15,Poxn_1,Dmel,0.466,13,78
RpL15,Poxn_1,Dsec,0.433,13,78
RpL15,Poxn_1,Dsim,0.418,13,78
RpL28,Poxn_1,Dmel,0.356,19,78
RpL28,Poxn_1,Dsec,0.387,19,78
RpL28,Poxn_1,Dsim,0.396,19,78
RpL7A,Poxn_1,Dmel,0.404,19,78
RpL7A,Poxn_1,Dsec,0.332,19,78
RpL7A,Poxn_1,Dsim,0.407,19,78
RpS11,Poxn_1,Dmel,0.336,6,78
RpS11,Poxn_1,Dsec,0.34,6,78
RpS11,Poxn_1,Dsim,0.358,6,78
RpS6,Poxn_1,Dmel,0.377,17,78
RpS6,Poxn_1,Dsec,0.336,17,78
RpS6,Poxn_1,Dsim,0.549,17,78
Sox21b,Poxn_1,Dmel,0.767,11,78
Sox21b,Poxn_1,Dsec,0.866,11,78
Sox21b,Poxn_1,Dsim,0.791,11,78
SoxN,Poxn_1,Dmel,0.829,14,78
SoxN,Poxn_1,Dsec,0.6,14,78
SoxN,Poxn_1,Dsim,0.725,14,78
Tbh,Poxn_1,Dmel,0.808,11,78
Tbh,Poxn_1,Dsec,0.962,11,78
Tbh,Poxn_1,Dsim,0.837,11,78
Teh2,Poxn_1,Dmel,0.37,19,78
Teh2,Poxn_1,Dsec,0.328,19,78
Teh2,Poxn_1,Dsim,0.385,19,78
Trpm,Poxn_1,Dmel,0.363,16,78
Trpm,Poxn_1,Dsec,0.692,16,78
Trpm,Poxn_1,Dsim,0.667,16,78
Ythdc1,Poxn_1,Dmel,0.404,14,78
Ythdc1,Poxn_1,Dsec,0.467,14,78
Ythdc1,Poxn_1,Dsim,0.352,14,78
ara,Poxn_1,Dmel,0.377,7,78
ara,Poxn_1,Dsec,0.546,7,78
ara,Poxn_1,Dsim,0.488,7,78
br,Poxn_1,Dmel,0.37,17,78
br,Poxn_1,Dsec,0.497,17,78
br,Poxn_1,Dsim,0.505,17,78
btsz,Poxn_1,Dmel,0.562,10,78
btsz,Poxn_1,Dsec,0.651,10,78
btsz,Poxn_1,Dsim,0.648,10,78
caup,Poxn_1,Dmel,0.384,10,78
caup,Poxn_1,Dsec,0.597,10,78
caup,Poxn_1,Dsim,0.561,10,78
cv-c,Poxn_1,Dmel,0.534,8,78
cv-c,Poxn_1,Dsec,0.55,8,78
cv-c,Poxn_1,Dsim,0.637,8,78
da,Poxn_1,Dmel,0.363,12,78
da,Poxn_1,Dsec,0.374,12,78
da,Poxn_1,Dsim,0.319,12,78
dcma,Poxn_1,Dmel,0.603,2,78
dcma,Poxn_1,Dsec,0.4,2,78
dcma,Poxn_1,Dsim,0.333,2,78
dikar,Poxn_1,Dmel,0.308,8,78
dikar,Poxn_1,Dsec,0.307,8,78
dikar,Poxn_1,Dsim,0.319,8,78
gprs,Poxn_1,Dmel,0.507,21,78
gprs,Poxn_1,Dsec,0.466,21,78
gprs,Poxn_1,Dsim,0.626,21,78
grn,Poxn_1,Dmel,0.945,9,78
grn,Poxn_1,Dsec,0.856,9,78
grn,Poxn_1,Dsim,0.78,9,78
grp,Poxn_1,Dmel,0.411,7,78
grp,Poxn_1,Dsec,0.361,7,78
grp,Poxn_1,Dsim,0.396,7,78
kek6,Poxn_1,Dmel,0.37,16,78
kek6,Poxn_1,Dsec,0.349,16,78
kek6,Poxn_1,Dsim,0.341,16,78
lolal,Poxn_1,Dmel,0.473,20,78
lolal,Poxn_1,Dsec,0.313,20,78
lolal,Poxn_1,Dsim,0.319,20,78
nkd,Poxn_1,Dmel,0.747,18,78
nkd,Poxn_1,Dsec,0.528,18,78
nkd,Poxn_1,Dsim,0.505,18,78
nvy,Poxn_1,Dmel,0.349,4,78
nvy,Poxn_1,Dsec,0.374,4,78
nvy,Poxn_1,Dsim,0.451,4,78
plx,Poxn_1,Dmel,0.411,7,78
plx,Poxn_1,Dsec,0.313,7,78
plx,Poxn_1,Dsim,0.683,7,78
rhea,Poxn_1,Dmel,0.712,15,78
rhea,Poxn_1,Dsec,0.324,15,78
rhea,Poxn_1,Dsim,0.52,15,78
sli,Poxn_1,Dmel,0.336,17,78
sli,Poxn_1,Dsec,0.385,17,78
sli,Poxn_1,Dsim,0.319,17,78
smal,Poxn_1,Dmel,0.411,20,78
smal,Poxn_1,Dsec,0.369,20,78
smal,Poxn_1,Dsim,0.429,20,78
sr,Poxn_1,Dmel,0.301,14,78
sr,Poxn_1,Dsec,0.475,14,78
sr,Poxn_1,Dsim,0.301,14,78
ush,Poxn_1,Dmel,0.37,2,78
ush,Poxn_1,Dsec,0.307,2,78
ush,Poxn_1,Dsim,0.301,2,78
yrt,Poxn_1,Dmel,0.363,7,78
yrt,Poxn_1,Dsec,0.354,7,78
yrt,Poxn_1,Dsim,0.325,7,78
Bx,Poxn_2,Dmel,0.395,21,31
Bx,Poxn_2,Dsec,0.526,21,31
Bx,Poxn_2,Dsim,0.393,21,31
CG30419,Poxn_2,Dmel,0.421,5,31
CG30419,Poxn_2,Dsec,0.406,5,31
CG30419,Poxn_2,Dsim,0.518,5,31
CG6044,Poxn_2,Dmel,0.554,19,31
CG6044,Poxn_2,Dsec,0.422,19,31
CG6044,Poxn_2,Dsim,0.42,19,31
DIP-beta,Poxn_2,Dmel,0.538,10,31
DIP-beta,Poxn_2,Dsec,0.367,10,31
DIP-beta,Poxn_2,Dsim,0.53,10,31
DIP-gamma,Poxn_2,Dmel,0.344,5,31
DIP-gamma,Poxn_2,Dsec,0.526,5,31
DIP-gamma,Poxn_2,Dsim,0.367,5,31
DIP-kappa,Poxn_2,Dmel,0.513,20,31
DIP-kappa,Poxn_2,Dsec,0.492,20,31
DIP-kappa,Poxn_2,Dsim,0.506,20,31
DIP-theta,Poxn_2,Dmel,0.431,7,31
DIP-theta,Poxn_2,Dsec,0.333,7,31
DIP-theta,Poxn_2,Dsim,0.435,7,31
Dh31,Poxn_2,Dmel,0.723,11,31
Dh31,Poxn_2,Dsec,0.812,11,31
Dh31,Poxn_2,Dsim,0.72,11,31
Hcf,Poxn_2,Dmel,0.323,15,31
Hcf,Poxn_2,Dsec,0.328,15,31
Hcf,Poxn_2,Dsim,0.518,15,31
Idit,Poxn_2,Dmel,0.349,21,31
Idit,Poxn_2,Dsec,0.465,21,31
Idit,Poxn_2,Dsim,0.512,21,31
IscU,Poxn_2,Dmel,0.426,17,31
IscU,Poxn_2,Dsec,0.453,17,31
IscU,Poxn_2,Dsim,0.433,17,31
Mpcp2,Poxn_2,Dmel,0.333,16,31
Mpcp2,Poxn_2,Dsec,0.316,16,31
Mpcp2,Poxn_2,Dsim,0.34,16,31
Paip2,Poxn_2,Dmel,0.344,7,31
Paip2,Poxn_2,Dsec,0.336,7,31
Paip2,Poxn_2,Dsim,0.393,7,31
Pal2,Poxn_2,Dmel,0.385,12,31
Pal2,Poxn_2,Dsec,0.352,12,31
Pal2,Poxn_2,Dsim,0.387,12,31
Poxn,Poxn_2,Dmel,0.528,4,31
Poxn,Poxn_2,Dsec,0.531,4,31
Poxn,Poxn_2,Dsim,0.548,4,31
Prp39,Poxn_2,Dmel,0.318,21,31
Prp39,Poxn_2,Dsec,0.375,21,31
Prp39,Poxn_2,Dsim,0.393,21,31
Ptx1,Poxn_2,Dmel,0.39,2,31
Ptx1,Poxn_2,Dsec,0.447,2,31
Ptx1,Poxn_2,Dsim,0.493,2,31
Rab35,Poxn_2,Dmel,0.308,18,31
Rab35,Poxn_2,Dsec,0.367,18,31
Rab35,Poxn_2,Dsim,0.363,18,31
SelR,Poxn_2,Dmel,0.313,7,31
SelR,Poxn_2,Dsec,0.312,7,31
SelR,Poxn_2,Dsim,0.304,7,31
Sik3,Poxn_2,Dmel,0.344,2,31
Sik3,Poxn_2,Dsec,0.325,2,31
Sik3,Poxn_2,Dsim,0.304,2,31
Tbh,Poxn_2,Dmel,0.354,11,31
Tbh,Poxn_2,Dsec,0.422,11,31
Tbh,Poxn_2,Dsim,0.31,11,31
Xrp1,Poxn_2,Dmel,0.318,16,31
Xrp1,Poxn_2,Dsec,0.333,16,31
Xrp1,Poxn_2,Dsim,0.36,16,31
alpha-Spec,Poxn_2,Dmel,0.385,7,31
alpha-Spec,Poxn_2,Dsec,0.32,7,31
alpha-Spec,Poxn_2,Dsim,0.363,7,31
elB,Poxn_2,Dmel,0.344,12,31
elB,Poxn_2,Dsec,0.333,12,31
elB,Poxn_2,Dsim,0.46,12,31
grn,Poxn_2,Dmel,0.544,9,31
grn,Poxn_2,Dsec,0.43,9,31
grn,Poxn_2,Dsim,0.387,9,31
kek6,Poxn_2,Dmel,0.313,16,31
kek6,Poxn_2,Dsec,0.43,16,31
kek6,Poxn_2,Dsim,0.345,16,31
mirr,Poxn_2,Dmel,0.569,6,31
mirr,Poxn_2,Dsec,0.535,6,31
mirr,Poxn_2,Dsim,0.78,6,31
pho,Poxn_2,Dmel,0.318,3,31
pho,Poxn_2,Dsec,0.383,3,31
pho,Poxn_2,Dsim,0.345,3,31
smal,Poxn_2,Dmel,0.395,20,31
smal,Poxn_2,Dsec,0.342,20,31
smal,Poxn_2,Dsim,0.393,20,31
sr,Poxn_2,Dmel,0.405,14,31
sr,Poxn_2,Dsec,0.414,14,31
sr,Poxn_2,Dsim,0.4,14,31
zld,Poxn_2,Dmel,0.379,19,31
zld,Poxn_2,Dsec,0.43,19,31
zld,Poxn_2,Dsim,0.452,19,31
Ac76E,Poxn_3,Dmel,0.839,9,75
Ac76E,Poxn_3,Dsec,0.971,9,75
Ac76E,Poxn_3,Dsim,0.934,9,75
Atg8a,Poxn_3,Dmel,0.379,18,75
Atg8a,Poxn_3,Dsec,0.324,18,75
Atg8a,Poxn_3,Dsim,0.352,18,75
CG11537,Poxn_3,Dmel,0.586,13,75
CG11537,Poxn_3,Dsec,0.333,13,75
CG11537,Poxn_3,Dsim,0.314,13,75
CG13293,Poxn_3,Dmel,0.701,10,75
CG13293,Poxn_3,Dsec,0.392,10,75
